,FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected,parent,families,parent_name
563,563,0,Platanus × acerifolia,6/26/2020,42.70055483,-71.15132894, ,Market St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
564,564,0,Platanus × acerifolia,6/26/2020,42.70047937,-71.15130803, ,Market St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
565,565,0,Platanus × acerifolia,6/26/2020,42.70049335,-71.15114451, ,Market St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
566,566,0,Platanus × acerifolia,6/26/2020,42.70059675,-71.15095436, ,Market St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
567,567,0,Tilia tomentosa,6/26/2020,42.70042488,-71.1511331, ,Market St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
568,568,0,Tilia tomentosa,6/26/2020,42.7003592,-71.15111408, ,Market St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
569,569,0,Prunus cerasifera 'KV',11062020,42.70044479,-71.14806869, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
570,570,0,Syringia reticulata,11062020,42.70047693,-71.14812954, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGIA,
571,571,0,Syringia reticulata,11062020,42.70061946,-71.1484119, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGIA,
572,572,0,Cercis canadensis,11062020,42.70064392,-71.1484737, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CERCIS,Fabaceae
573,573,0,Maakia amurensis,11062020,42.70066837,-71.14852694, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAAKIA,
574,574,0,Zelkova seratta,11052020,42.7009178,-71.148738, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
575,575,0,Gleditsia tricanthos,11052020,42.70086051,-71.14859919, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
576,576,0,Gleditsia tricanthos,11052020,42.70077527,-71.14843377, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
577,577,0,Gleditsia tricanthos,11052020,42.7006509,-71.14818088, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
578,578,0,Gleditsia tricanthos,11052020,42.70056007,-71.14800785, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
579,579,0,Gleditsia tricanthos,11052020,42.70046785,-71.147812, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
580,580,0,Gleditsia tricanthos,11062020,42.70027361,-71.14736326, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
581,581,0,Gleditsia tricanthos,11062020,42.70018138,-71.14717882, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
582,582,0,Gleditsia tricanthos,11062020,42.70010313,-71.14701339, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
583,583,0,Gleditsia tricanthos,11062020,42.7000109,-71.14680424, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
584,584,0,Gleditsia tricanthos,11062020,42.69991867,-71.14661789, ,Loring Ave Sidewalk Project,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
585,585,0,Ulmus americana,10022020,42.71215155,-71.16230761, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
586,586,0,Acer freemani 'Armstrong',10012020,42.71219347,-71.16245022, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
587,587,0,Acer freemani 'Armstrong',10012020,42.71223014,-71.16262491, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
588,588,0,Acer freemani 'Armstrong',10012020,42.71215679,-71.16277465, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
589,589,0,Carpinus caroliniana,09292020,42.71222709,-71.16282932, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CARPINUS,
590,590,0,Ulmus americana,09292020,42.71249603,-71.1610277, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
591,591,0,Ulmus americana,09292020,42.71180103,-71.16137947, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
592,592,0,Ulmus americana,09292020,42.71172419,-71.16171222, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
593,593,0,Ulmus americana,09292020,42.71174514,-71.16152208, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
594,594,0,Ulmus americana,09292020,42.71173816,-71.16191663, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
595,595,0,Ginkgo biloba,09202020,42.71165084,-71.16189286, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
596,596,0,Ginkgo biloba,09202020,42.71151811,-71.16170271, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
597,597,0,Ginkgo biloba,09202020,42.71163337,-71.16142701, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
598,598,0,Ginkgo biloba,09202020,42.71158098,-71.16178828, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
599,599,0,Ginkgo biloba,09202020,42.71172069,-71.16135095, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
600,600,0,Ginkgo biloba,09202020,42.71154256,-71.16148405, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
601,601,0,Liquidambar styracflua,09202020,42.71141675,-71.16147454, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
602,602,0,Liquidambar styracflua,09202020,42.71140627,-71.16163616, ,"Lawrence St.
",15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
603,603,0,Liquidambar styracflua,09202020,42.71135737,-71.16154585, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
604,604,0,Liquidambar styracflua,09202020,42.71147613,-71.16157437, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
605,605,0,Acer freemani 'Armstrong',09302020,42.71186034,-71.16271048, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
606,606,0,Acer freemani 'Armstrong',09302020,42.71190531,-71.16235039, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
607,607,0,Acer freemani 'Armstrong',09302020,42.7118778,-71.16253459, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
608,608,0,Ulmus Americana,09292020,42.7118778,-71.16220184, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
609,609,0,Ulmus americana,10022020,42.71195508,-71.16223631, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
610,610,0,Quercus bicolor 'fastigia',10062020,42.71248555,-71.16112278, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
611,611,0,Quercus bicolor 'fastigia',10062020,42.71247158,-71.16131292, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
612,612,0,Quercus bicolor 'fastigia',10062020,42.71244015,-71.16153634, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
613,613,0,Quercus bicolor 'fastigia',10062020,42.71242268,-71.16174074, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
614,614,0,Quercus bicolor 'fastigia',10062020,42.71240172,-71.16192613, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
615,615,0,Quercus bicolor 'fastigia',10062020,42.71237728,-71.16211628, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
616,616,0,Zelkova seratta 'Mushashino',10062020,42.71248206,-71.16121785, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
617,617,0,Zelkova seratta 'Mushashino',10062020,42.71245062,-71.1614175, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
618,618,0,Zelkova seratta 'Mushashino',10062020,42.71242967,-71.16163141, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
619,619,0,Zelkova seratta 'Mushashino',10052020,42.71241919,-71.16183581, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
620,620,0,Zelkova seratta 'Mushashino',10052020,42.71239823,-71.16200694, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
621,621,0,Zelkova seratta 'Mushashino',10052020,42.71237378,-71.16222086, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
622,622,0,Nyssa Sylvatica,10062020,42.71127573,-71.16152208, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
623,623,0,Maackia amurensis,11232020,42.70059667,-71.15421331, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
624,624,0,Maackia amurensis,11232020,42.70058619,-71.15434641, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
625,625,0,Maackia amurensis,11232020,42.70051457,-71.15506658, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
626,626,0,Maackia amurensis,11202020,42.70044907,-71.15571128, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
627,627,0,Gleditsia tricanthos,11202020,42.70042505,-71.15601135, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
628,628,0,Gleditsia tricanthos,11202020,42.7004054,-71.15622229, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
629,629,0,Syringa reticulata,11202020,42.70064645,-71.15370824, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
630,630,0,Syringa reticulata,11202020,42.70062723,-71.15389838, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
631,631,0,Syringa reticulata,11202020,42.70054514,-71.15472788, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
632,632,0,Syringa reticulata,11202020,42.70052767,-71.1548794, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
633,633,0,Syringa reticulata,11202020,42.70048837,-71.15531911, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
634,634,0,Syringa reticulata,11202020,42.7004709,-71.15550628, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
635,635,0,Maackia amurensis,11202020,42.70056916,-71.15448129, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
636,636,0,Maackia amurensis,11202020,#NUM!,#NUM!, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
637,637,0,Ulmus americana,11202020,42.70029929,-71.15693712, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
638,638,0,Maakia amurensis,11202020,42.7002399,-71.15719619, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAAKIA,
639,639,0,Ulmus americana,11212020,42.70019273,-71.15736732, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
640,640,0,Ulmus americana,11212020,42.7000792,-71.15782366, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
641,641,0,Ulmus americana,11212020,42.70003203,-71.15800905, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
642,642,0,Ulmus americana,11212020,42.69999011,-71.15818018, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
643,643,0,Ulmus americana,11212020,42.69993509,-71.15839409, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
644,644,0,Ulmus americana,11212020,42.69984863,-71.15873279, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
645,645,0,Ulmus americana,11212020,42.69980146,-71.15891461, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
646,646,0,Gleditsia tricanthos,11212020,42.69974382,-71.15917487, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
647,647,0,Gleditsia tricanthos,11212020,42.69969928,-71.15933887, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
648,648,0,Ulmus americana,04302021,42.70013242,-71.15760146, , ,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
649,649,0,Taxodium distichum,05032021,42.71143957,-71.16271538, ,Lawrence St.,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
650,650,0,ULmus americana,6/1/2021,42.70919934,-71.16698665, ,Hampshire Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
651,651,0,Platanus acerfolia,6/10/2021,42.70908852,-71.16688497, ,Hampshire Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
652,652,0,Gleditsia tricanthos,6/23/2021,42.69824015,-71.15473435, ,144 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
653,653,0,Gleditsia tricanthos,6/23/2021,42.6982511,-71.15462322, ,144 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
654,654,0,Syringa reticulata,6/24/2021,42.69828477,-71.15428391, ,156 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
655,655,0,Syringa reticulata,6/24/2021,42.69829241,-71.15420083, ,156 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
656,656,0,Syringa reticulata,6/24/2021,42.69830189,-71.15409787, ,156 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
657,657,0,Syringa reticulata,6/24/2021,42.69830812,-71.15403019, ,156 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
658,658,0,Acer campestre,6/14/2021,42.68633966,-71.16424386, ,40 Jefferson,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
659,659,0,Acer campestre,6/14/2021,42.68625262,-71.16413234, ,40 Jefferson,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
660,660,0,Gleditsia tricanthos,6/14/2021,42.6860379,-71.16416604, ,37 Jefferson,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
661,661,0,Gleditsia tricanthos,6/14/2021,42.68595311,-71.16406309, ,37 Jefferson,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
662,662,0,Gleditsia tricanthos,6/21/2021,42.70074446,-71.14320003, ,2 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
663,663,0,Gleditsia tricanthos,6/21/2021,42.7007224,-71.14343536, ,4 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
664,664,0,Gleditsia tricanthos,6/21/2021,42.70070255,-71.14365115, ,10 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
665,665,0,Gleditsia tricanthos,6/21/2021,42.70068501,-71.1438361, ,12 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
666,666,0,Gleditsia tricanthos,6/22/2021,42.70066882,-71.14400953, ,18 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
667,667,0,Gleditsia tricanthos,6/22/2021,42.70061587,-71.14456954, ,30 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
668,668,0,Nyssa sylvatica 'Wildfire',6/22/2021,42.70038834,-71.1469621, ,78 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,NYSSA,Nyssaceae
669,669,0,Cercis canadensis 'Minnesota',6/22/2021,42.70056293,-71.14661223, ,69 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CERCIS,Fabaceae
670,670,0,Acer campestre,6/22/2021,42.70064439,-71.1456934, ,Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
671,671,0,SYringa reticulata,6/23/2021,42.70054482,-71.14680645, ,73 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
672,672,0,Syringa reticulata,6/23/2021,42.70037511,-71.1485624, ,91 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
673,673,0,Syringa reticulata,6/23/2021,42.70035381,-71.14878997, ,93 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
674,674,0,Parrotia persica,6/23/2021,42.70032646,-71.14908772, ,101 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PARROTIA,Hamamelidaceae
675,675,0,Parrotia persica,6/23/2021,42.70048728,-71.14737726, ,85 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PARROTIA,Hamamelidaceae
676,676,0,Syringa reticulata,6/23/2021,42.70047296,-71.14752224, ,89 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
677,677,0,Gleditsia triacanthos var. inermis,7/21/2021,42.71162225,-71.16281992, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
678,678,0,Gleditsia triacanthos var. inermis,7/21/2021,42.7117052,-71.1628532, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
679,679,0,Gleditsia triacanthos var. inermis,7/21/2021,42.71188596,-71.16291618, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
680,680,0,Gleditsia triacanthos var. inermis,7/21/2021,42.71152008,-71.16277833, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
681,681,0,Cercis canadensis 'Minnesota Strain',9/23/2021,42.70056369,-71.14660308, ,69 Greenfield St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,CERCIS,Fabaceae
682,682,0,Syringa reticulata 'Ivory Silk',9/23/2021,42.70065874,-71.15371047, ,Market Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
683,683,0,Gleditsia triacanthos var. inermis,10/4/2021,42.69827572,-71.15437836, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
684,684,0,Gleditsia triacanthos var. inermis,10/4/2021,42.69826794,-71.15445529, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
685,685,0,Gleditsia triacanthos var. inermis,10/4/2021,42.69831843,-71.15392165, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
686,686,0,Syringa reticulata 'Ivory Silk',10/4/2021,42.69831354,-71.15397318, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
687,687,0,Syringa reticulata 'Ivory Silk',10/4/2021,42.69815786,-71.15409837, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
688,688,0,Gleditsia triacanthos var. inermis,10/4/2021,42.69833741,-71.15371775, ,170-172 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
689,689,0,Gleditsia triacanthos var. inermis,10/4/2021,42.69834615,-71.15362242, ,170-172 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
690,690,0,Parrotia persica,10/7/2021,42.70031793,-71.14918116, ,101 Greenfield st,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PARROTIA,Hamamelidaceae
691,691,0,Liquidambar styraciflua 'Moraine',10/25/2021,42.71335428,-71.16163604, ,Maple Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
692,692,0,Liquidambar styraciflua 'Moraine',10/25/2021,42.71338048,-71.16137507, ,Maple Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
693,693,0,Maackia amurensis,10/30/2021,42.69839334,-71.15105146, ,Bailey x Phillips,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
694,694,0,Ginkgo biloba,11/2/2021,42.69703348,-71.15923759, ,28 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
695,695,0,Ginkgo biloba,11/2/2021,42.6968616,-71.15904507, ,28 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GINKGO,Ginkgoaceae
